
20220627112631,0,0,0,0,0,0,0,0
20220627112633,0,0,0,0,0,0,0,0
20220627112634,0,0,0,0,0,0,0,0
20220627112635,0,0,0,0,0,0,0,0
20220627112636,0,0,0,0,0,0,0,0
20220627112636,0,0,0,0,0,0,0,0
20220627112638,0,0,0,0,0,0,0,0
20220627112639,0,0,0,0,0,0,0,0
20220627112640,0,0,0,0,0,0,0,0
20220627112641,0,0,0,0,0,0,0,0
20220627112642,0,0,0,0,0,0,0,0
20220627112643,0,0,0,0,0,0,0,0
20220627112644,0,0,0,0,0,0,0,0
20220627112644,0,0,0,0,0,0,0,0
20220627112646,0,0,0,0,0,0,0,0
20220627112647,0,0,0,0,0,0,0,0
20220627112648,0,0,0,0,0,0,0,0
20220627112649,0,0,0,0,0,0,0,0
20220627112650,0,0,0,0,0,0,0,0
20220627112651,0,0,0,0,0,0,0,0
20220627112652,0,0,0,0,0,0,0,0
20220627112653,0,0,0,0,0,0,0,0
20220627112654,0,0,0,0,0,0,0,0
20220627112655,0,0,0,0,0,0,0,0
20220627112656,0,0,0,0,0,0,0,0
20220627112657,0,0,0,0,0,0,0,0
20220627112658,0,0,0,0,0,0,0,0
20220627112659,0,0,0,0,0,0,0,0
20220627112700,0,0,0,0,0,0,0,0
20220627112701,0,0,0,0,0,0,0,0
20220627112702,0,0,0,0,0,0,0,0
20220627112703,0,0,0,0,0,0,0,0
20220627112704,0,0,0,0,0,0,0,0
20220627112705,0,0,0,0,0,0,0,0
20220627112706,0,0,0,0,0,0,0,0
20220627112707,0,0,0,0,0,0,0,0
20220627112708,0,0,0,0,0,0,0,0
20220627112709,0,0,0,0,0,0,0,0
20220627112710,0,0,0,0,0,0,0,0
20220627112711,0,0,0,0,0,0,0,0
20220627112712,0,0,0,0,0,0,0,0
20220627112713,0,0,0,0,0,0,0,0
20220627112714,0,0,0,0,0,0,0,0
20220627112715,0,0,0,0,0,0,0,0
20220627112716,0,0,0,0,0,0,0,0
20220627112717,0,0,0,0,0,0,0,0
20220627112718,0,0,0,0,0,0,0,0
20220627112719,0,0,0,0,0,0,0,0
20220627112720,0,0,0,0,0,0,0,0
20220627112721,0,0,0,0,0,0,0,0
20220627112722,0,0,0,0,0,0,0,0
20220627112723,0,0,0,0,0,0,0,0
20220627112724,0,0,0,0,0,0,0,0
20220627112725,0,0,0,0,0,0,0,0
20220627112726,0,0,0,0,0,0,0,0
20220627112727,0,0,0,0,0,0,0,0
20220627112728,0,0,0,0,0,0,0,0
20220627112729,0,0,0,0,0,0,0,0
20220627112730,0,0,0,0,0,0,0,0
20220627112731,0,0,0,0,0,0,0,0
20220627112732,0,0,0,0,0,0,0,0
20220627112733,0,0,0,0,0,0,0,0
20220627112734,0,0,0,0,0,0,0,0


20220627112756,0,0,0,0,0,0,0,0
20220627112757,0,0,0,0,0,0,0,0
20220627112758,9,0,0,0,0,0,0,0
20220627112759,23,0,0,0,0,0,0,0
20220627112800,0,0,0,0,0,0,0,0
20220627112801,0,0,0,0,0,0,0,0


20220627113646,0,0,0,0,0,0,0,0
20220627113648,4,0,0,0,0,0,0,0
20220627113648,23,0,0,0,0,0,0,0
20220627113649,0,0,0,0,0,0,0,0
20220627113651,0,0,0,0,0,0,0,0


20220627114448,0,0,0,0,0,0,0,0
20220627114449,0,0,0,0,0,0,0,0
20220627114450,0,0,0,0,0,0,0,0
20220627114451,0,0,0,0,0,0,0,0
20220627114452,0,0,0,0,0,0,0,0


20220627124129,0,0,0,0,0,0,0,0
20220627124130,27,0,0,0,0,0,0,0
20220627124131,63,0,0,0,0,0,0,0
20220627124132,50,0,0,0,0,0,0,0
20220627124133,55,0,0,0,0,0,0,0
20220627124134,55,0,0,0,0,0,0,0
20220627124135,0,0,0,0,0,0,0,0
20220627124136,0,0,0,0,0,0,0,0


20220627143921,0,0,0,0,0,0,0,0
20220627143922,0,0,0,0,0,0,0,0
20220627143923,0,0,0,0,0,0,0,0
20220627143924,11,0,0,0,0,0,0,0
20220627143925,8,0,0,0,0,0,0,0
20220627143926,6,0,0,0,0,0,0,0
20220627143927,3,0,0,0,0,0,0,0
20220627143928,4,0,0,0,0,0,0,0
20220627143929,12,0,0,0,0,0,0,0
20220627143930,12,0,0,0,0,0,0,0
20220627143931,12,0,0,0,0,0,0,0
20220627143932,10,0,0,0,0,0,0,0
20220627143933,0,0,0,0,0,0,0,0
20220627143934,0,0,0,0,0,0,0,0
20220627143935,0,0,0,0,0,0,0,0


20220627144150,0,0,0,0,0,0,0,0
20220627144151,0,0,0,0,0,0,0,0
20220627144152,0,0,0,0,0,0,0,0
20220627144153,0,0,0,0,0,0,0,0
20220627144154,9,0,0,0,0,0,0,0
20220627144155,37,0,0,0,0,0,0,0
20220627144156,12,0,0,0,0,0,0,0
20220627144157,0,0,0,0,0,0,0,0
20220627144158,0,0,0,0,0,0,0,0
20220627144159,0,0,0,0,0,0,0,0

